yy,gear,area,flag,lat_short,lon_short,school,alb_mt,bet_mt,skj_mt,yft_mt,lat5,lon5
2020,S,WS,US,15S,165E,-9,0,0,0,0,-12.5,167.5
2005,S,WS,VU,15S,165E,-9,0,0,0,0,-12.5,167.5
2006,S,WS,VU,15S,165E,-9,0,0,0,0,-12.5,167.5
2007,S,WS,VU,15S,165E,-9,0,0,0,0,-12.5,167.5
2009,S,WS,VU,15S,165E,-9,0,0,0,0,-12.5,167.5
2011,S,WS,VU,15S,165E,-9,0,0,0,0,-12.5,167.5
2019,S,WS,VU,15S,165E,-9,0,0,0,0,-12.5,167.5
2020,S,WS,VU,15S,165E,-9,0,0,0,0,-12.5,167.5
2013,S,WN,US,20N,165E,-9,0,0,0,0,22.5,167.5
2006,S,WS,KR,20S,165E,-9,0,0,0,0,-17.5,167.5
2002,S,WS,US,20S,165E,-9,0,0,0,0,-17.5,167.5
2004,S,WS,US,20S,165E,-9,0,0,0,0,-17.5,167.5
2020,S,WS,US,20S,165E,-9,0,0,0,0,-17.5,167.5
2003,S,WN,JP,30N,165E,-9,0,0,0,0,32.5,167.5
2004,S,WN,JP,30N,165E,-9,0,0,0,0,32.5,167.5
2005,S,WN,JP,30N,165E,-9,0,0,0,0,32.5,167.5
2000,S,WN,JP,35N,165E,-9,0,0,0,0,37.5,167.5
2002,S,WN,JP,35N,165E,-9,0,0,0,0,37.5,167.5
2003,S,WN,JP,35N,165E,-9,0,0,0,0,37.5,167.5
2004,S,WN,JP,35N,165E,-9,0,0,0,0,37.5,167.5
2005,S,WN,JP,35N,165E,-9,0,0,0,0,37.5,167.5
2009,S,WN,JP,35N,165E,-9,0,0,0,0,37.5,167.5
2010,S,WN,JP,35N,165E,-9,0,0,0,0,37.5,167.5
2000,S,WN,JP,40N,165E,-9,0,0,0,0,42.5,167.5
2001,S,WN,JP,40N,165E,-9,0,0,0,0,42.5,167.5
2002,S,WN,JP,40N,165E,-9,0,0,0,0,42.5,167.5
2009,S,WN,JP,40N,165E,-9,0,0,0,0,42.5,167.5
2002,S,WN,CN,00N,165W,-9,0,0,0,0,2.5,197.5
2007,S,WN,EC,00N,165W,-9,0,0,0,0,2.5,197.5
2008,S,WN,EC,00N,165W,-9,0,0,0,0,2.5,197.5
2009,S,WN,EC,00N,165W,-9,0,0,0,0,2.5,197.5
2010,S,WN,EC,00N,165W,-9,0,0,0,0,2.5,197.5
2011,S,WN,EC,00N,165W,-9,0,0,0,0,2.5,197.5
2012,S,WN,EC,00N,165W,-9,0,0,0,0,2.5,197.5
2013,S,WN,EC,00N,165W,-9,0,0,0,0,2.5,197.5
2014,S,WN,EC,00N,165W,-9,0,0,0,0,2.5,197.5
2017,S,WN,EC,00N,165W,-9,0,0,0,0,2.5,197.5
2019,S,WN,EC,00N,165W,-9,0,0,0,0,2.5,197.5
2000,S,WN,ES,00N,165W,-9,0,0,0,0,2.5,197.5
2004,S,WN,ES,00N,165W,-9,0,0,0,0,2.5,197.5
2006,S,WN,ES,00N,165W,-9,0,0,0,0,2.5,197.5
2007,S,WN,ES,00N,165W,-9,0,0,0,0,2.5,197.5
2008,S,WN,ES,00N,165W,-9,0,0,0,0,2.5,197.5
2009,S,WN,ES,00N,165W,-9,0,0,0,0,2.5,197.5
2010,S,WN,ES,00N,165W,-9,0,0,0,0,2.5,197.5
2011,S,WN,ES,00N,165W,-9,0,0,0,0,2.5,197.5
2012,S,WN,ES,00N,165W,-9,0,0,0,0,2.5,197.5
2013,S,WN,ES,00N,165W,-9,0,0,0,0,2.5,197.5
2014,S,WN,ES,00N,165W,-9,0,0,0,0,2.5,197.5
2015,S,WN,ES,00N,165W,-9,0,0,0,0,2.5,197.5
2016,S,WN,ES,00N,165W,-9,0,0,0,0,2.5,197.5
2018,S,WN,ES,00N,165W,-9,0,0,0,0,2.5,197.5
2019,S,WN,ES,00N,165W,-9,0,0,0,0,2.5,197.5
2020,S,WN,ES,00N,165W,-9,0,0,0,0,2.5,197.5
2002,S,WN,FM,00N,165W,-9,0,0,0,0,2.5,197.5
2005,S,WN,FM,00N,165W,-9,0,0,0,0,2.5,197.5
2015,S,WN,FM,00N,165W,-9,0,0,0,0,2.5,197.5
2017,S,WN,FM,00N,165W,-9,0,0,0,0,2.5,197.5
2018,S,WN,FM,00N,165W,-9,0,0,0,0,2.5,197.5
2019,S,WN,FM,00N,165W,-9,0,0,0,0,2.5,197.5
2020,S,WN,FM,00N,165W,-9,0,0,0,0,2.5,197.5
2009,S,WN,KI,00N,165W,-9,0,0,0,0,2.5,197.5
2010,S,WN,KI,00N,165W,-9,0,0,0,0,2.5,197.5
2011,S,WN,KI,00N,165W,-9,0,0,0,0,2.5,197.5
2012,S,WN,KI,00N,165W,-9,0,0,0,0,2.5,197.5
2013,S,WN,KI,00N,165W,-9,0,0,0,0,2.5,197.5
2014,S,WN,KI,00N,165W,-9,0,0,0,0,2.5,197.5
2015,S,WN,KI,00N,165W,-9,0,0,0,0,2.5,197.5
2017,S,WN,KI,00N,165W,-9,0,0,0,0,2.5,197.5
2018,S,WN,KI,00N,165W,-9,0,0,0,0,2.5,197.5
2019,S,WN,KI,00N,165W,-9,0,0,0,0,2.5,197.5
2020,S,WN,KI,00N,165W,-9,0,0,0,0,2.5,197.5
2002,S,WN,KR,00N,165W,-9,0,0,0,0,2.5,197.5
2005,S,WN,KR,00N,165W,-9,0,0,0,0,2.5,197.5
2009,S,WN,KR,00N,165W,-9,0,0,0,0,2.5,197.5
2010,S,WN,KR,00N,165W,-9,0,0,0,0,2.5,197.5
2012,S,WN,KR,00N,165W,-9,0,0,0,0,2.5,197.5
2014,S,WN,KR,00N,165W,-9,0,0,0,0,2.5,197.5
2015,S,WN,KR,00N,165W,-9,0,0,0,0,2.5,197.5
2018,S,WN,KR,00N,165W,-9,0,0,0,0,2.5,197.5
2019,S,WN,KR,00N,165W,-9,0,0,0,0,2.5,197.5
2009,S,WN,MH,00N,165W,-9,0,0,0,0,2.5,197.5
2015,S,WN,MH,00N,165W,-9,0,0,0,0,2.5,197.5
2019,S,WN,MH,00N,165W,-9,0,0,0,0,2.5,197.5
2020,S,WN,NR,00N,165W,-9,0,0,0,0,2.5,197.5
2002,S,WN,NZ,00N,165W,-9,0,0,0,0,2.5,197.5
2005,S,WN,NZ,00N,165W,-9,0,0,0,0,2.5,197.5
2009,S,WN,NZ,00N,165W,-9,0,0,0,0,2.5,197.5
2002,S,WN,PG,00N,165W,-9,0,0,0,0,2.5,197.5
2007,S,WN,PG,00N,165W,-9,0,0,0,0,2.5,197.5
2009,S,WN,PG,00N,165W,-9,0,0,0,0,2.5,197.5
2015,S,WN,PG,00N,165W,-9,0,0,0,0,2.5,197.5
2002,S,WN,PH,00N,165W,-9,0,0,0,0,2.5,197.5
2019,S,WN,SB,00N,165W,-9,0,0,0,0,2.5,197.5
2007,S,WN,SV,00N,165W,-9,0,0,0,0,2.5,197.5
2008,S,WN,SV,00N,165W,-9,0,0,0,0,2.5,197.5
2009,S,WN,SV,00N,165W,-9,0,0,0,0,2.5,197.5
2010,S,WN,SV,00N,165W,-9,0,0,0,0,2.5,197.5
2011,S,WN,SV,00N,165W,-9,0,0,0,0,2.5,197.5
2012,S,WN,SV,00N,165W,-9,0,0,0,0,2.5,197.5
2013,S,WN,SV,00N,165W,-9,0,0,0,0,2.5,197.5
2014,S,WN,SV,00N,165W,-9,0,0,0,0,2.5,197.5
2015,S,WN,SV,00N,165W,-9,0,0,0,0,2.5,197.5
2016,S,WN,SV,00N,165W,-9,0,0,0,0,2.5,197.5
2018,S,WN,SV,00N,165W,-9,0,0,0,0,2.5,197.5
2018,S,WN,TV,00N,165W,-9,0,0,0,0,2.5,197.5
2019,S,WN,TV,00N,165W,-9,0,0,0,0,2.5,197.5
2020,S,WN,TV,00N,165W,-9,0,0,0,0,2.5,197.5
2002,S,WN,TW,00N,165W,-9,0,0,0,0,2.5,197.5
2004,S,WN,TW,00N,165W,-9,0,0,0,0,2.5,197.5
2009,S,WN,TW,00N,165W,-9,0,0,0,0,2.5,197.5
2019,S,WN,TW,00N,165W,-9,0,0,0,0,2.5,197.5
2001,S,WN,US,00N,165W,-9,0,0,0,0,2.5,197.5
2002,S,WN,US,00N,165W,-9,0,0,0,0,2.5,197.5
2003,S,WN,US,00N,165W,-9,0,0,0,0,2.5,197.5
2004,S,WN,US,00N,165W,-9,0,0,0,0,2.5,197.5
2005,S,WN,US,00N,165W,-9,0,0,0,0,2.5,197.5
2007,S,WN,US,00N,165W,-9,0,0,0,0,2.5,197.5
2009,S,WN,US,00N,165W,-9,0,0,0,0,2.5,197.5
2010,S,WN,US,00N,165W,-9,0,0,0,0,2.5,197.5
2012,S,WN,US,00N,165W,-9,0,0,0,0,2.5,197.5
2013,S,WN,US,00N,165W,-9,0,0,0,0,2.5,197.5
2014,S,WN,US,00N,165W,-9,0,0,0,0,2.5,197.5
2015,S,WN,US,00N,165W,-9,0,0,0,0,2.5,197.5
2016,S,WN,US,00N,165W,-9,0,0,0,0,2.5,197.5
2017,S,WN,US,00N,165W,-9,0,0,0,0,2.5,197.5
2018,S,WN,US,00N,165W,-9,0,0,0,0,2.5,197.5
2019,S,WN,US,00N,165W,-9,0,0,0,0,2.5,197.5
2020,S,WN,US,00N,165W,-9,0,0,0,0,2.5,197.5
2002,S,WN,VU,00N,165W,-9,0,0,0,0,2.5,197.5
2004,S,WN,VU,00N,165W,-9,0,0,0,0,2.5,197.5
2006,S,WN,VU,00N,165W,-9,0,0,0,0,2.5,197.5
2018,S,WN,VU,00N,165W,-9,0,0,0,0,2.5,197.5
2019,S,WN,VU,00N,165W,-9,0,0,0,0,2.5,197.5
2020,S,WN,VU,00N,165W,-9,0,0,0,0,2.5,197.5
2011,S,WN,EC,05N,165W,-9,0,0,0,0,7.5,197.5
2014,S,WN,EC,05N,165W,-9,0,0,0,0,7.5,197.5
2000,S,WN,ES,05N,165W,-9,0,0,0,0,7.5,197.5
2006,S,WN,ES,05N,165W,-9,0,0,0,0,7.5,197.5
2007,S,WN,ES,05N,165W,-9,0,0,0,0,7.5,197.5
2008,S,WN,ES,05N,165W,-9,0,0,0,0,7.5,197.5
2009,S,WN,ES,05N,165W,-9,0,0,0,0,7.5,197.5
2010,S,WN,ES,05N,165W,-9,0,0,0,0,7.5,197.5
2011,S,WN,ES,05N,165W,-9,0,0,0,0,7.5,197.5
2013,S,WN,ES,05N,165W,-9,0,0,0,0,7.5,197.5
2009,S,WN,KI,05N,165W,-9,0,0,0,0,7.5,197.5
2020,S,WN,KI,05N,165W,-9,0,0,0,0,7.5,197.5
2005,S,WN,NZ,05N,165W,-9,0,0,0,0,7.5,197.5
2007,S,WN,SV,05N,165W,-9,0,0,0,0,7.5,197.5
2008,S,WN,SV,05N,165W,-9,0,0,0,0,7.5,197.5
2009,S,WN,SV,05N,165W,-9,0,0,0,0,7.5,197.5
2011,S,WN,SV,05N,165W,-9,0,0,0,0,7.5,197.5
2012,S,WN,SV,05N,165W,-9,0,0,0,0,7.5,197.5
2013,S,WN,SV,05N,165W,-9,0,0,0,0,7.5,197.5
2014,S,WN,SV,05N,165W,-9,0,0,0,0,7.5,197.5
2000,S,WN,US,05N,165W,-9,0,0,0,0,7.5,197.5
2001,S,WN,US,05N,165W,-9,0,0,0,0,7.5,197.5
2002,S,WN,US,05N,165W,-9,0,0,0,0,7.5,197.5
2003,S,WN,US,05N,165W,-9,0,0,0,0,7.5,197.5
2004,S,WN,US,05N,165W,-9,0,0,0,0,7.5,197.5
2005,S,WN,US,05N,165W,-9,0,0,0,0,7.5,197.5
2007,S,WN,US,05N,165W,-9,0,0,0,0,7.5,197.5
2010,S,WN,US,05N,165W,-9,0,0,0,0,7.5,197.5
2013,S,WN,US,05N,165W,-9,0,0,0,0,7.5,197.5
2016,S,WN,US,05N,165W,-9,0,0,0,0,7.5,197.5
